GEO.id,GEO.id2,GEO.display-label,SGF001,SGF002,SGF003,SGF004,SGF005,SGF006,SGF007,SGF008,SGF009,SGF010,SGF011,SGF012,SGF013,SGF014,SGF015,SGF016,SGF017,SGF018,SGF019,SGF020,SGF021,SGF022,SGF023,SGF024,SGF025,SGF026,SGF027,SGF028,SGF029,SGF030,SGF032,SGF033,SGF034,SGF036,SGF037,SGF038,SGF039,SGF040,SGF041,SGF042,SGF043,SGF044,SGF045,SGF046,SGF047,SGF048,SGF049,SGF050,SGF051,SGF052,SGF053,SGF054,SGF055,SGF056
0400000US12,12,Florida,83669700,72076083,23256254,22850620,405634,33842727,19403788,8709123,2205376,0,2003490,1520950,9009015,5968087,21381,0,11572236,2875627,8691353,5256,0,79482176,17340127,62142049,44182071,4814086,9816186,1931531,1398175,8958045,69519188,17340127,52179061,22977169,21613069,965624,3767515,5378094,532611,2238044,1121508,94998,2529744,1398175,6902637,146802,0,9816186,3425599,6219295,171292,0,38171049,188199789
0400000US13,13,Georgia,40644118,36379240,14082843,13794726,288117,16715216,5303524,2088343,505618,8142371,590676,84684,3568738,2012443,9550,0,4255328,1584334,2575550,0,95444,44751105,10223211,34527894,23083929,2691415,7027126,1037245,688179,5931608,37682147,10223211,27458936,17230061,10639946,963795,1181602,1893534,323141,1446530,463563,188350,838701,688179,1824745,41832,0,7027126,2136358,4790856,0,99912,13400514,78417567
0400000US15,15,Hawaii,10600634,9988555,2357724,2352114,5610,5516146,2697951,883701,258795,1540746,80256,54697,1580859,533826,0,0,612079,317821,294258,0,0,11565554,194791,11370763,8434789,997741,1455921,143717,338595,2264476,10097693,194791,9902902,3502973,1988186,753463,492387,405475,30364,198207,95578,92298,387954,338595,1812213,11940,0,1455921,465490,990431,0,0,8398012,15991100
0400000US16,16,Idaho,8308086,7104084,2497542,2479094,18448,3374304,1224656,439959,299443,1213335,188589,8322,719731,512507,0,127622,1076380,334012,574259,168109,0,8301262,1956717,6344545,4343634,569633,1124561,140238,166479,1054355,7079308,1956717,5122591,2641571,2018744,50468,170951,705454,51424,234723,195371,33685,281262,166479,529176,0,97393,1124561,357836,645450,121275,0,3945615,19098509
0400000US17,17,Illinois,68901523,60986400,15999360,15646844,352516,36257762,8034466,6261222,2602296,15512310,3494539,352929,4557452,4171826,0,0,7915123,4382043,3479007,24043,30030,72622240,15866914,56755326,33633967,3932732,14554052,1291030,3343545,8959366,58068188,15866914,42201274,17242182,17259799,1339012,2500639,4970483,451168,1351538,274308,214474,1397585,3343545,7723455,0,0,14554052,4950531,9542082,12599,48840,64301765,124221333
0400000US18,18,Indiana,35959819,32300827,10515088,10441125,73963,16329595,6621954,3258885,704180,4765566,794508,184502,3531471,1924673,0,0,3658992,2518931,1135215,4846,0,35834759,9313044,26521715,17981254,2650794,3896762,1016336,976569,3979707,31937997,9313044,22624953,14771969,8571389,163335,556471,2955658,230805,647444,323999,75550,599023,976569,2065785,0,0,3896762,1733492,2158239,5031,0,22511518,57994974
0400000US19,19,Iowa,21079797,18357465,6362157,6073376,288781,7932494,2523266,1109651,751627,3029709,425776,92465,2816563,1246251,0,245991,2476341,669372,1800587,6382,0,20407524,4804976,15602548,10586846,1753138,2474679,534080,253805,2630298,17767423,4804976,12962447,6273695,5109297,1508973,250487,1770222,99515,378954,340824,28693,522486,253805,1230472,0,165422,2474679,711443,1757619,5617,0,6166080,37989795
0400000US20,20,Kansas,16144318,15068811,4099551,4061217,38334,7418341,2825880,859715,315411,2891743,317578,208014,2593796,957123,0,0,1075507,434605,632134,8768,0,16747356,3953778,12793578,9155836,1098784,2097277,171459,270222,3527202,14650079,3953778,10696301,6027749,3447299,1413684,401351,1297323,99829,331421,235711,33341,446830,270222,645319,0,0,2097277,740788,1351912,4577,0,6860094,19264960
0400000US21,21,Kentucky,25683865,22574396,8088953,8056691,32262,10505794,3052236,1982341,463793,3512075,575164,920185,2788564,1191085,0,0,3109469,1464244,1363500,281725,0,29349094,5029106,24319988,16111059,1943755,4704138,852460,708576,3908659,24644956,5029106,19615850,9539824,7277235,1161717,702858,2236818,184188,512669,325438,97273,861261,708576,1037099,0,0,4704138,1307669,3207677,188792,0,15103515,38822966
0400000US22,22,Louisiana,26894374,25333506,11210904,11136334,74570,8994053,2815919,2072935,402212,2474606,290389,937992,2705654,2422895,7269,0,1553599,273116,976346,65446,238691,31679177,6387767,25291410,17537664,2434760,3920302,497590,901094,4229417,27753643,6387767,21365876,8998450,6300387,1949705,567016,1922374,368657,729887,705161,336734,895022,901094,4079156,5232,0,3920302,524806,3218454,44558,132484,18728928,54192018
0400000US23,23,Maine,8418007,7975785,2893782,2883526,10256,3777130,1064342,684473,252404,1441926,232118,101867,738923,565950,0,32,442190,186720,244455,11015,0,9128086,1286233,7841853,5897204,455832,1079610,165786,243421,766398,8044046,1286233,6757813,2079722,2918615,128578,503202,617960,71576,137719,164932,24247,283186,243421,870888,4430,0,1079610,308253,771357,0,0,5605606,17068739
0400000US24,24,Maryland,36104189,33261558,10374497,10030264,344233,17094560,4076578,3096937,730878,7116605,880356,1193206,3236327,2556174,135448,0,2707183,1132589,1202664,256173,115757,41139083,8380215,32758868,20703937,4670026,4490104,1796653,1098148,4825276,35730453,8380215,27350238,11532059,9823911,498376,2097882,4189223,507670,1408032,507069,187065,1316538,1098148,2564480,918526,0,4490104,1517511,2718564,191325,62704,25812859,58040341
0400000US25,25,Massachusetts,49237223,44857467,13254946,12920153,334793,22820892,5079105,2233787,899682,11954838,2001780,651700,4433748,4347881,673413,0,3706343,1943027,1586199,88864,88253,56684677,9291231,47393446,30853504,3591002,8667340,829308,3452292,5930456,45655014,9291231,36363783,12945708,15183735,483248,1116922,2061171,783475,1056190,321229,219135,1677672,3086263,6720266,2362323,0,8667340,3368373,4454757,52378,791832,79523608,84793434
0400000US26,26,Michigan,63986268,52875694,18054809,17849942,204867,23919741,8933937,3720610,1414986,6921033,804037,2125138,7060490,3840654,0,856717,10253857,1927518,8315408,10931,0,61726982,19021267,42705715,29062055,2269554,9110861,1258056,1005189,7503809,51919398,19021267,32898131,22912611,14815977,2722246,1302362,2398563,306532,1643230,292562,96729,817689,1005189,3605708,0,696723,9110861,3191214,5906743,12904,0,30823672,67777413
0400000US27,27,Minnesota,38553800,34160246,9725219,9608018,117201,20560540,4942140,4197014,1186734,7988084,1066022,1180546,2183747,1690740,0,0,4393554,1346927,2958760,87867,0,38612582,10833320,27779262,19329154,1363270,5196331,1091694,798813,5167138,33409515,10833320,22576195,12658510,12061690,536623,344840,2112104,361972,485334,559702,236506,816400,798813,2437021,6736,0,5196331,1550185,3614343,31803,0,13230223,61022727
0400000US28,28,Mississippi,18765204,17034877,7809467,7725294,84173,6953365,3072243,1324426,517983,1501267,395679,141767,1694539,577506,0,271202,1459125,291326,1162468,5331,0,20051298,5138081,14913217,10643190,1252894,2458854,258895,299384,2414722,17373134,5138081,12235053,5561568,5440263,1051451,418887,1452220,113297,360649,290930,84340,391991,299384,1908154,0,219310,2458854,439055,2019799,0,0,7194251,25682531
0400000US29,29,Missouri,31065599,26487433,10814599,10440927,373672,10802052,3103410,1661530,563570,5131686,301681,40175,2591942,2278840,0,0,4578166,1251627,3284825,41714,0,31102862,5877847,25225015,17536408,1770863,4530544,547914,839286,3768542,26572318,5877847,20694471,9059827,8153718,1653255,1499487,1867327,241555,723635,348386,40000,484422,839286,1661420,0,0,4530544,1258887,3234508,37149,0,20385537,69725939
0400000US30,30,Montana,6572074,5651421,2206636,2202444,4192,2459324,0,544733,315571,900180,132361,566479,521596,463865,0,78406,842247,161459,471014,202978,6796,7062896,1316548,5746348,3821986,758287,915662,108170,142243,992277,6066330,1316548,4749782,1818019,1356335,46671,168359,843081,55339,189232,257857,15232,376209,142243,797753,13147,67757,915662,213981,572767,118029,10885,3995366,17923370
0400000US31,31,Nebraska,9814709,9180653,3194260,3141413,52847,4366217,1570450,522923,183035,1838344,234296,17169,952322,667854,0,0,634056,213693,420266,97,0,9525518,2170016,7355502,5586738,778742,737666,163402,88954,2332695,8787852,2170016,6617836,3301868,2268148,254981,451811,688560,91227,246388,245433,35844,209803,88954,904835,0,0,737666,265201,471361,1104,0,2073385,14397561
0400000US32,32,Nevada,14317867,10982789,3018419,2798426,219993,6775112,3433958,1798004,583829,0,0,959321,638184,551074,90366,0,3244712,1210754,2033958,0,0,13477122,4120103,9357019,5148341,896496,2828506,280509,203167,1539793,10558678,4120103,6438575,4265283,2255459,258807,252479,981835,107004,276142,123990,18667,284100,200676,1534236,89938,0,2828506,1247512,1580994,0,0,3896718,28228947
0400000US33,33,New Hampshire,7149983,5834992,1871733,1693289,178444,2205045,0,875037,262399,81557,521309,464743,873480,884734,0,558188,756803,232865,523938,0,0,7423747,1226012,6197735,4455594,456030,740997,152745,392369,898655,6201949,1226012,4975937,2109971,1761943,45336,94448,530257,57320,112251,70314,24992,229143,392369,773605,7097,473704,740997,181786,559211,0,0,8029849,12442797
0400000US34,34,New Jersey,57582037,51103196,14069932,13412759,657173,27456175,8099549,3910003,1425441,11128418,1929133,963631,5380279,4196810,1003154,0,5475687,4003069,793136,221698,457784,68121744,11789109,56332635,34014984,3543167,15343529,1250646,2180309,10398577,50460374,11789109,38671265,16770319,14800551,2143974,1227773,2967408,669304,1426761,650516,278232,1706730,2177356,5641450,2317841,0,15343529,6028698,8601864,196400,516567,64851557,109069871
0400000US35,35,New Mexico,15264927,14194176,5353495,5171367,182128,5162396,1990535,661116,251311,1150468,281047,827919,1377198,2301087,0,0,1070751,218975,820090,30413,1273,17059410,4450387,12609023,8908533,890385,2242763,263476,303866,2615178,14816647,4450387,10366260,5337423,3925202,945585,471493,708833,135073,383265,210846,56493,545924,303866,1792644,0,0,2242763,564149,1646379,17348,14887,7550084,42997175
0400000US36,36,New York,179604728,148573219,56075971,48698785,7377186,71545745,11904357,10964970,1926804,38771968,4567889,3409757,8901871,12049632,8022159,0,23009350,6130074,14271557,2607719,0,181226180,57406012,123820168,81421946,10627292,24457501,1621943,5691486,17502318,144244674,57406012,86838662,41988956,52276732,6333165,9082315,4709126,945549,2869707,517719,488554,5732237,4213731,15086883,12524005,0,24457501,7278677,14865358,2313466,0,135884070,320854207
0400000US37,37,North Carolina,56469252,45698898,15498419,15192577,305842,22712199,5573658,3966787,1473656,10383796,1220072,94230,4746914,2741366,56,0,10770298,3586074,7184224,0,0,53624402,13514695,40109707,27649924,3483363,7753407,584221,638792,8406717,45811246,13514695,32296551,19600485,12830133,1693182,1403801,3520731,532446,1324737,598115,172875,1177029,638792,2318920,59749,0,7753407,3275887,4477520,0,0,18291688,93964937
0400000US38,38,North Dakota,7772601,7067401,1797141,1750134,47007,4146149,1122783,471746,187847,432527,215622,1715624,720241,403870,0,0,705200,100485,444490,160225,0,6315436,1643402,4672034,2928119,983799,495109,164208,100799,1055163,5820327,1643402,4176925,1843777,909335,52580,127997,1108376,30285,102427,418022,35321,147512,100799,943896,0,0,495109,78467,227818,188824,0,2083611,17866252
0400000US39,39,Ohio,72470829,59317271,21275467,20687909,587558,25929094,8277130,4847006,3581459,9029349,117446,76704,7681122,4431588,0,864124,12289434,3304851,6263697,2720886,0,76524453,17932406,58592047,34294120,3810578,17172121,2005401,1309827,9184899,58833243,17932406,40900837,21068295,19062009,2949601,2364838,3741503,307881,1541419,376232,74750,1746852,1309827,4290036,0,519089,17172121,3115505,12539816,1516800,0,33602457,204735421
0400000US40,40,Oklahoma,23248146,20699879,7500174,7363043,137131,8823958,2415964,1292976,1032981,2774376,446009,861652,2390357,1985390,583211,0,1965056,556339,1109538,299179,0,22598865,4230427,18368438,12855461,1891484,2656269,427500,537724,3093136,19275845,4230427,15045418,7393658,5800012,281726,890129,1881831,216499,527852,224786,89040,607197,451344,911771,666751,0,2656269,519740,1902134,234395,0,9979234,38413999
0400000US41,41,Oregon,25087703,21727589,7846393,7830552,15841,8728095,0,1398998,934874,5825797,433126,135300,3450121,1702980,0,465630,2894484,1077729,1312954,503801,0,26862451,5657912,21204539,13613087,1240580,5361581,541624,447667,4696695,21245041,5657912,15587129,7236153,6151377,1570228,766221,1436177,169893,724927,444187,85962,1062849,447667,1149400,28911,226918,5361581,1692051,3329730,339800,0,13826154,69404486
0400000US42,42,Pennsylvania,78467061,66792105,20626997,20440103,186894,32949917,9166842,7984791,2646493,10102113,1837374,1212304,9029379,4185812,0,1657205,10017751,5678289,4041357,298105,0,87339608,18526116,68813492,43222274,7112341,14602230,2212477,1664170,8309428,71196967,18526116,52670851,22021320,22498613,3551268,2986776,7581761,913085,1999636,647830,299068,3115541,1664170,3917899,0,1540411,14602230,5880677,8466400,255153,0,46198646,119210539
0400000US44,44,Rhode Island,7987246,6844076,2345553,2310656,34897,2868188,848547,626000,129209,1068466,136362,59604,722482,907853,33338,0,1109832,479978,448640,15276,165938,8325783,1143486,7182297,4496840,432127,1598412,146685,508233,1168436,6577646,1143486,5434160,1952295,2328052,69926,160332,350933,66541,181936,62513,28552,325387,508233,542946,149725,0,1598412,540697,894156,2214,161345,9211790,16036376
0400000US45,45,South Carolina,26132172,21269235,7327090,6892660,434430,8062639,2926177,1248449,488588,3096834,252904,49687,3966679,1912827,1901172,0,2961765,1326053,1518610,117102,0,27668441,5312018,22356423,15648438,1275224,3779261,951486,702014,3551541,22182824,5312018,16870806,8112243,5896867,1514075,997756,1216035,168659,483177,196427,78888,556154,474284,2488259,1706356,0,3779261,949666,2662618,166977,0,14854263,38146746
0400000US46,46,South Dakota,4351612,3991583,1657561,1630220,27341,1521928,838240,359327,250572,0,59837,13952,319784,492310,0,0,360029,50790,306014,3225,0,4424154,753622,3670532,2374889,640638,446152,84729,124124,941805,3978002,753622,3224380,1216415,933462,21840,172897,662604,36048,116282,160282,44361,176030,124124,313657,0,0,446152,45764,397248,3140,0,3607615,12886503
0400000US47,47,Tennessee,30835976,27335625,11268836,11198575,70261,12015213,6545229,2449833,1392523,182251,1115383,329994,1949934,2101642,0,0,3500351,786893,2713458,0,0,31497959,7181421,24316538,18077737,1708629,3097029,1180159,252984,3633609,28400930,7181421,21219509,9862265,10894369,408545,960344,1889972,217188,850113,346760,88309,837157,252984,1792924,0,0,3097029,1293332,1803697,0,0,6167659,44860943
0400000US48,48,Texas,130720023,108125353,37985130,37310756,674374,48596548,24500909,12931057,7509000,0,0,3655582,11902258,9641417,0,0,22594670,2817933,18805941,970796,0,125952731,29860716,96092015,67200014,7763901,17245846,2162739,1719515,15909359,108706885,29860716,78846169,49004218,31158127,4862605,2687506,6789751,762129,3613756,1156873,191942,1780887,1719515,4979576,0,0,17245846,5378983,11570945,295918,0,45626393,297116886
0400000US49,49,Utah,15600626,14176005,4487061,4481494,5567,5809955,1857035,865093,255679,2466495,258578,107075,2956494,922495,0,269638,1154983,357035,584349,213599,0,17109026,3029283,14079743,9338265,2018335,1695317,743163,284663,2820049,15218791,3029283,12189508,6802778,2924560,1066021,353963,1541919,143050,299588,147787,41283,702523,284663,910656,0,194918,1695317,438983,1088687,167647,0,7067149,26645247
0400000US50,50,Vermont,6348888,5474067,1908390,1904382,4008,2757370,342085,626218,101161,598450,96579,992877,520739,287568,0,48996,825825,208650,617175,0,0,5959250,1636024,4323226,3424462,253942,376753,142926,125143,755761,5531949,1636024,3895925,2341488,1497934,16292,183664,554394,87692,127496,87543,14401,135039,125143,360863,1,50547,376753,142570,234183,0,0,3390961,3973934
0400000US51,51,Virginia,43137517,39439029,9784138,9278113,506025,18144897,3487343,2373234,777187,10216148,838790,452195,7605019,3904975,0,609478,3089010,777899,2306328,4783,0,46759950,11653818,35106132,24277675,3537360,4625604,1540755,1124738,6519862,41645194,11653818,29991376,15063078,9223748,3381237,1061482,3875133,537402,1678143,685750,190391,1281124,1124738,3542968,0,489152,4625604,1130350,3490700,4554,0,27785849,71284646
0400000US53,53,Washington,40665949,34073722,10010901,9743127,267774,17624715,10614137,3557306,994819,0,0,2458453,4219538,2218568,0,612106,5980121,1533450,1529043,2917628,0,45501471,9530116,35971355,22184045,3016839,7896071,1524623,1349777,9892412,37110192,9530116,27580076,15147114,8337257,2157319,1795863,3228413,322752,967277,740053,118643,1005088,1349777,1940636,32629,462579,7896071,2847969,3118616,1929486,0,29090132,81890999
0400000US54,54,West Virginia,13247295,12294552,4359169,4267399,91770,5285773,1277328,1282258,137670,1755746,192385,640386,1406361,1243249,2906,88321,861516,237208,530477,93831,0,13222912,2618032,10604880,7477840,1213167,1436585,226909,250379,1832088,11709303,2618032,9091271,4335500,3293863,125062,361623,1217378,81483,288148,260494,55674,443170,250379,996529,4110,72914,1436585,352252,955411,128922,0,7306756,19706538
0400000US55,55,Wisconsin,35880592,31410686,9087593,8855079,232514,15995335,4288739,2719283,1077742,6762399,934103,213069,3815868,2511890,0,0,4469906,2183194,2283883,2829,0,37753491,9741343,28012148,17893494,2348345,5946605,763464,1060240,4381071,31794538,9741343,22053195,11220247,8380447,1270327,755964,2341449,138527,1119898,633582,26295,742144,1060240,4105418,12348,0,5946605,1799633,4136885,10087,0,22995708,97410118
0400000US56,56,Wyoming,6599126,5900865,2442146,2213249,228897,2304628,747804,126036,140045,0,0,1290743,175252,978839,0,93204,605057,139341,197034,268682,0,5773573,1702814,4070759,2775836,488504,677245,73371,55803,740854,5014321,1702814,3311507,1684155,761080,6803,278523,575702,47572,147419,389360,29564,242628,55803,795712,0,82007,677245,123684,392020,161541,0,1321804,25056449
