state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
south carolina,SC,1995,12067916,9609448,3069085,4763097,1794120,676270,326921,1655954,250214,59618,1287545,489721,605656,0,1852812,11623103,2366681,9256422,6706399,939742,1030276,250662,329343,2366167,9888930,2366681,7522249,3537053,2447257,582202,623469,594192,121532,348052,156524,41096,262466,180061,995026,703897,0,1030276,5019617,16213107
south carolina,SC,1994,11268362,9020192,2830146,4501767,1673303,648776,370074,1530996,219052,59566,1259457,428822,589483,0,1658687,11209055,2203683,9005372,6503401,1012402,894432,246454,348683,2268124,9563160,2203683,7359477,3318830,2343976,616077,739644,603010,106201,307319,158455,39870,241486,198929,889363,751463,0,894432,4972412,18190339
south carolina,SC,1993,10637027,8429365,2563112,4288976,1556680,644725,373769,1494799,176339,42664,1112200,465077,546878,0,1660784,10388282,2098883,8289399,5753283,1090592,876219,232569,336736,2242897,8793206,2098883,6694323,3138343,2064155,607963,467952,616226,87757,331370,151884,36621,247671,183486,859778,718857,0,876219,4900522,17442775
south carolina,SC,1992,9897494,7861740,2443841,3935500,1452014,599816,279459,1410893,141895,51423,1044255,438144,562578,0,1473176,9715357,2031830,7683527,5348625,886740,828295,221927,397940,2107818,8250866,2031830,6219036,3070613,1900077,564637,402620,530144,81591,297225,133692,35735,216422,241042,777068,636196,0,828295,4684627,16667021
south dakota,SD,2018,5614951,4409773,1499310,1917548,1103624,481465,291896,0,32376,8187,427653,565262,4338,NA,1200840,5243258,871682,4371576,2898694,613501,597714,138315,123352,764981,4645544,871682,3773862,1608584,1172574,22971,132629,640991,49317,125620,166839,36925,218759,123352,286717,NA,NA,597714,3739690,18216081
south dakota,SD,2017,6113763,4407425,1574684,1828543,1065361,452612,269481,0,30728,10361,399283,604915,NA,NA,1706338,5265167,863182,4401985,2998573,587919,572221,134712,108560,788555,4692946,863182,3829764,1519557,1154441,23579,165103,664095,47261,120790,187574,42070,203930,108560,455986,NA,NA,572221,3527703,17051254
south dakota,SD,2016,4537220,4250719,1475385,1747550,968787,471254,268227,NA,32684,6598,438008,589776,NA,NA,286501,5059935,775059,4284876,2778061,765877,538569,90801,111568,750526,4521366,775059,3746307,1464173,1046368,23145,191043,726472,46310,126395,171797,42006,211150,111568,360939,NA,NA,538569,3366459,15527699
south dakota,SD,2015,4875457,4169927,1498716,1674108,970784,401898,288796,0,4334,8296,374044,623059,0,0,705530,4715528,772034,3943494,2612051,586595,548872,87888,108088,732261,4166656,772034,3394622,1316817,1037395,23648,191962,605572,45483,125983,209860,45255,183906,108088,272687,0,0,548872,3286231,16436064
south dakota,SD,2014,6124116,4161877,1573610,1608496,914979,381769,277787,0,24819,9142,353860,625911,0,0,1962239,4566813,745993,3820820,2542615,602680,481797,86008,107720,691155,4085016,745993,3339023,1287875,987557,22930,189564,632154,40913,124382,181803,49336,182268,107720,278514,0,0,481797,3239167,15655346
south dakota,SD,2013,5759178,4035590,1605537,1533573,853570,374692,257130,0,37172,11009,344499,551981,0,0,1723588,4476725,740104,3736621,2433676,639183,465639,83929,114194,663335,4011086,740104,3270982,1266106,971649,21930,178414,653007,38321,116535,178255,46133,166448,114194,260094,0,0,465639,3425424,14201763
south dakota,SD,2012,4351612,3991583,1657561,1521928,838240,359327,250572,0,59837,13952,319784,492310,0,0,360029,4424154,753622,3670532,2374889,640638,446152,84729,124124,941805,3978002,753622,3224380,1216415,933462,21840,172897,662604,36048,116282,160282,44361,176030,124124,313657,0,0,446152,3607615,12886503
south dakota,SD,2011,6017179,4124318,1878950,1379607,808091,345406,200116,0,15208,10786,336840,528921,0,0,1892861,4498447,774778,3723669,2441343,632653,435958,85398,128317,909103,4062489,774778,3287711,1300189,965643,61421,147422,606516,32484,112316,164535,43484,170586,128317,329576,0,0,435958,3544772,12917402
south dakota,SD,2010,4584347,3991107,1794047,1321228,742363,338914,200066,0,31157,8728,333774,542058,0,0,593240,4429196,737190,3692006,2372787,669853,440917,82220,126229,899706,3988279,737190,3251089,1303153,977597,63984,134121,531186,33527,110189,156994,40474,234157,126229,276668,0,0,440917,3483142,11404099
south dakota,SD,2009,2367319,3676674,1465460,1341758,756598,327013,200608,0,48772,8767,340099,529357,0,0,-1309355,4112566,707862,3404704,2277851,541123,380245,70350,135135,883257,3732321,707862,3024459,1211838,894392,60465,134191,480144,31338,114507,129866,43417,223105,135135,273923,0,0,380245,3626024,10537938
south dakota,SD,2008,2910381,3426159,1256446,1321368,732438,339814,172165,0,69879,7072,307015,541330,0,0,-515778,3698335,679868,3018467,2109612,408481,298190,66176,136008,843292,3400145,679868,2720277,1103636,811709,60769,126093,429629,31514,110268,123365,42124,169363,136008,255667,0,0,298190,3408138,12286042
south dakota,SD,2007,4926114,3299214,1276075,1265925,711321,308760,163851,0,76665,5328,277986,479228,0,0,1626900,3570434,652117,2918317,1957985,469307,308332,61159,121534,789124,3262102,652117,2609985,1005279,759061,55287,116675,521948,29632,103166,122972,28549,152045,121534,245954,0,0,308332,3232457,12947662
south dakota,SD,2006,4182133,3219628,1251314,1189089,679162,288376,154475,0,61865,5211,245597,533628,0,0,962505,3465272,633891,2831381,1896956,496284,289869,34752,113520,756351,3175403,633891,2541512,967271,748276,52908,100280,503970,30604,107094,119767,26623,151905,113520,253185,0,0,289869,3146063,11480453
south dakota,SD,2005,4059264,2995027,1235882,1110035,621812,282117,149523,0,49142,7441,233126,415984,0,0,1064237,3265838,608209,2657629,1778081,454642,276242,48949,99715,723380,2989596,608209,2381387,932993,735142,49545,102468,459039,29862,74141,111003,29215,132562,99715,233911,0,0,276242,2572928,10597672
south dakota,SD,2004,3863621,2906921,1239324,1062722,586389,278873,138877,0,47108,11475,209524,395351,0,0,956700,3027787,566853,2460934,1650059,410762,257703,43768,98642,488804,2770084,566853,2203231,876911,698864,47309,96311,421841,25946,65434,100918,27936,117729,98642,192243,0,0,257703,2613067,9467630
south dakota,SD,2003,2999838,2682852,1111450,1012955,539396,271780,127683,0,43976,30120,194380,364067,0,0,316986,2898044,514949,2383095,1594554,391640,234963,48783,113155,455357,2663081,514949,2148132,838579,621617,44658,90008,420985,26076,79858,114037,27218,115547,113155,171343,0,0,234963,2566542,8593070
south dakota,SD,2002,2500028,2613412,1072483,976596,523001,254173,133058,NA,40547,25817,176934,387399,NA,NA,-113384,2771705,506347,2265358,1474657,406190,217493,46936,120082,445460,2554212,506347,2047865,798769,592754,44001,81294,420346,22400,74880,98029,26193,103417,120082,172047,NA,NA,217493,2307536,7585978
south dakota,SD,2001,3170959,2584159,1033882,977469,514712,242224,139899,0,43387,37247,225262,347546,0,0,586800,2690165,480960,2209205,1413103,431000,198585,42372,124145,428462,2491580,480960,2010620,734750,553651,43589,67183,459212,18999,66745,96869,24075,100810,124145,201552,0,0,198585,2215512,7712237
south dakota,SD,2000,2901148,2281918,793121,927245,487897,244492,118448,0,45123,31285,213189,348363,0,0,619230,2403103,448131,1954972,1275099,342185,175359,42553,119776,401127,2227744,448131,1779613,689679,476781,43836,65917,369648,17749,62831,75449,22311,98935,119776,184832,0,0,175359,2304895,8539476
south dakota,SD,1999,2885858,2178698,807020,870663,461560,219092,109450,0,50819,29742,202246,298769,0,0,707160,2271671,471786,1799885,1200367,281867,165789,36135,115727,380504,2105882,471786,1634096,662500,434027,44671,61721,309751,18239,58398,81724,21499,92409,115727,205216,0,0,165789,2104863,7059699
south dakota,SD,1998,2874277,2098360,764232,833662,442549,218814,104911,0,38269,29119,199050,301416,0,0,775917,2244814,493167,1751647,1158976,315360,124758,35323,117230,359860,2120056,493167,1626889,642539,409795,40654,59841,347399,17140,57511,79741,20792,88242,117230,239172,0,0,124758,2067990,6342204
south dakota,SD,1997,2315652,1920419,673220,768491,410928,198473,93625,0,36888,28577,192041,286667,0,0,395233,2070482,435456,1635026,1107435,255530,123179,31975,116907,350540,1947303,435456,1511847,581493,389031,39703,58861,282217,16203,59877,83810,18099,82103,116907,218999,0,0,123179,1840686,5696695
south dakota,SD,1996,2283576,1886175,694625,730251,383423,188941,90336,0,38099,29452,181023,280276,0,0,397401,1983498,378234,1605264,1104479,243820,113469,35550,107946,366144,1870029,378234,1491795,529417,393005,48410,58578,273473,19902,43968,85781,17667,80785,107946,211097,0,0,113469,1704133,5110360
south dakota,SD,1995,2089882,1765906,665042,694037,358879,178837,87654,0,39914,28753,177410,229417,0,0,323976,1879678,336695,1542983,1067357,228007,105218,36212,106189,364672,1774460,336695,1437765,514606,374521,48808,58078,258290,15728,40678,78096,15540,83167,106189,180759,0,0,105218,1663499,4705624
south dakota,SD,1994,2041314,1741167,662285,659225,339039,173134,79798,0,36540,30714,171895,247762,0,0,300147,1825640,300224,1525416,1050597,236284,86546,37731,114258,351833,1739094,300224,1438870,516773,357829,46247,55038,266477,15756,41866,72179,14821,76302,114258,161548,0,0,86546,1680487,4196226
south dakota,SD,1993,1942160,1590669,585113,589069,306253,164301,61792,0,28142,28581,158438,258049,0,0,351491,1686426,299323,1387103,948991,193853,82883,33825,127551,351185,1603543,299323,1304220,481005,318785,43872,50627,229329,14229,33559,64600,11997,72740,127551,155249,0,0,82883,1818438,4039858
south dakota,SD,1992,1756015,1518437,549243,565032,289325,159912,55710,0,35222,24863,146506,257656,0,0,237578,1564882,280445,1284437,853259,183017,75349,33081,139731,337902,1489533,280445,1209088,430517,290455,42331,45020,210619,13524,29928,66853,12160,67417,139731,140978,0,0,75349,1889222,3933218
tennessee,TN,2018,35851416,30234945,11826420,14269061,7469547,2873537,1763747,246508,1644159,271563,2108435,2031029,0,NA,5616471,33738083,7619932,26118151,19873507,1767907,2774392,1391419,310926,4221590,30963512,7619932,23343580,10686746,12480175,354881,722272,1749602,240927,955135,387474,101766,1306762,310926,1288553,179,NA,2774392,6289301,46294165
tennessee,TN,2017,35414548,29405724,11161689,13893728,7260193,2750772,1635495,249977,1726223,271068,2292033,2058274,NA,NA,6008824,33218749,7882887,25335862,19566883,1530839,2654456,1327944,255740,4100046,30562884,7882887,22679997,10574305,12447574,409713,738464,1641757,277908,972601,352507,109297,966453,255740,1816565,1409,NA,2654456,6127422,64259479
tennessee,TN,2016,31427933,28984418,11238782,13386169,7006376,2697871,1516966,323952,1538649,302355,2234205,2125262,NA,NA,2443515,32459124,7617664,24841460,19138728,1565050,2618534,1253017,266131,3962154,29839161,7617664,22221497,10267929,12327422,405191,669897,1552187,260921,954903,357678,99007,865952,266131,1811943,1429,NA,2618534,6075745,53131756
tennessee,TN,2015,30806454,27632347,10568128,12698496,6548032,2648689,1502770,302196,1400973,295836,2134527,2231196,0,0,3174107,31957529,7233618,24723911,18580912,1538331,3177122,1191350,236196,3853504,28780407,7233618,21546789,10260470,11420314,409917,656123,1572450,258724,941977,304603,90137,876655,236196,1752841,0,0,3177122,6025074,60822627
tennessee,TN,2014,31290576,26493021,10645251,11806329,6192281,2565804,1335392,239219,1176971,296662,2113069,1928372,0,0,4797555,30674985,7221663,23453322,18065274,1520914,2436140,1175812,255182,3800586,28238845,7221663,21017182,10178773,10928901,414062,667977,1686630,248568,944945,297714,88825,888362,255182,1638906,0,0,2436140,6049178,46885187
tennessee,TN,2013,31717192,26762655,10900626,11727736,5992162,2497949,1420083,262842,1256173,298527,2016428,2117865,0,0,4954537,30586320,7074682,23511638,17700839,1618748,2755113,1172474,264464,3787247,27831207,7074682,20756525,9810510,10959849,404978,672883,1752119,232868,889870,291223,85428,868161,264464,1598854,0,0,2755113,6191955,47293346
tennessee,TN,2012,30835976,27335625,11268836,12015213,6545229,2449833,1392523,182251,1115383,329994,1949934,2101642,0,0,3500351,31497959,7181421,24316538,18077737,1708629,3097029,1180159,252984,3633609,28400930,7181421,21219509,9862265,10894369,408545,960344,1889972,217188,850113,346760,88309,837157,252984,1792924,0,0,3097029,6167659,44860943
tennessee,TN,2011,34653154,27492618,12116843,11207705,6186336,2390151,1098953,189518,1068573,274174,2287931,1880139,0,0,7160536,30841226,7104790,23736436,17559644,1532498,3275456,1112983,255855,3542148,27565770,7104790,20460980,9176744,10746576,415026,1118539,1704659,221624,796449,312772,90361,763799,255855,1963366,0,0,3275456,5899369,42692841
tennessee,TN,2010,29719569,25517396,11371391,10513788,6130877,1896919,1167316,172459,901617,244600,2184230,1447987,0,0,4202173,29675372,6664828,23010544,16885663,1624918,3348867,908426,242670,3595113,26326505,6664828,19661677,8973778,10038634,472403,1129326,1595076,209416,758842,264510,94876,784005,242670,1762969,0,0,3348867,5835113,36919854
tennessee,TN,2009,19768870,23655788,8507222,10433133,6356962,1643509,1128651,221685,816261,266065,2349512,2365921,0,0,-3886918,28294693,6797935,21496758,15447191,2098027,2424765,1290657,236118,3781185,25869928,6797935,19071993,8957181,8749889,466221,1279444,2204291,183422,810953,381408,144638,890583,236118,1565780,0,0,2424765,4847786,34604881
tennessee,TN,2008,25626489,25105575,8308154,11538430,6832948,1779434,1287826,290986,1005880,341356,1971476,3287515,0,0,520914,26370615,6516598,19854017,15036505,1587503,1838218,1177378,214413,3695776,24532397,6516598,18015799,8479938,8664226,407688,1282165,1668715,156050,768711,458161,148163,788765,214413,1495402,0,0,1838218,4366410,38486619
tennessee,TN,2007,29435966,24778159,8341938,11390037,6772468,1591517,1270137,249145,1120422,386348,1817395,3228789,9,0,4657798,24824444,6034661,18789783,14054899,1727797,1657069,1147708,202310,3653960,23162102,6034661,17127441,7860649,8067623,393670,1207735,1912756,140725,769362,282659,148692,687321,202310,1488600,5273,0,1657069,4141541,38984944
tennessee,TN,2006,26325884,23654207,8202128,10660344,6451838,1566963,1188710,192764,928349,331720,1793514,2998221,8,0,2671669,23967779,5910319,18057460,13698926,1546748,1549013,1068578,194195,3428139,22412778,5910319,16502459,7338956,8113776,416362,1140216,1862471,149796,680730,244943,139063,698255,194195,1434015,5988,0,1549013,3821278,34211206
tennessee,TN,2005,25847433,23277784,8661090,10007292,6118001,1529574,1089682,155333,805601,309101,1697755,2911647,7,0,2569642,23953512,5705768,18247744,14242907,1352399,1479818,995637,176983,3157491,22468580,5705768,16762812,7027938,9288274,387123,966340,1631873,152976,619807,214884,105402,604704,176983,1292276,5114,0,1479818,3574196,32361649
tennessee,TN,2004,23907277,20887769,8227727,9529171,5845206,1499456,1045665,139991,694798,304055,1550590,1580281,0,0,3019508,22250066,5301665,16948401,13354209,1297615,1566111,548261,182205,2979900,20679125,5301665,15377460,6536120,8357217,342944,962310,1545491,142127,596095,224643,119821,522555,182205,1147597,4830,0,1566111,3580940,31005832
tennessee,TN,2003,20564361,19278302,8292209,8811612,5414674,1446075,953999,115593,612943,268328,1449396,725085,0,0,1286059,21021917,4952923,16068994,12398856,1309757,1629621,543432,187328,2858757,19386815,4952923,14433892,6169486,7634185,348111,881367,1576290,144177,558669,211306,102721,474505,187328,1098670,5481,0,1629621,3496139,28065993
tennessee,TN,2002,17951931,17619979,7316497,7797681,4674896,1370992,836013,146293,502977,266510,1713427,792374,NA,NA,331952,20029048,4477936,15551112,11921915,1406644,1534777,489504,198272,2783821,18489355,4477936,14011419,6094892,6896284,436774,800515,1533906,131690,529747,234901,105004,459698,198272,1067672,4916,NA,1534777,3627931,27346750
tennessee,TN,2001,17344232,17041478,6806855,8043347,4704130,1357526,878136,198071,673465,232019,1476349,714927,0,0,302754,18385079,4582883,13802196,10590303,1343596,1244839,429288,194170,2649613,17135629,4582883,12552746,5807290,6122866,365594,706657,1487367,126207,491727,226895,115219,454478,194170,1037159,4611,0,1244839,3387622,29044562
tennessee,TN,2000,18969875,15928464,6120698,7739590,4446160,1359164,898509,180278,613924,241555,1367520,700656,0,0,3041411,16853438,4364404,12489034,9392164,1480523,1027419,398458,190470,2464411,15821917,4364404,11457513,5512784,5211056,366739,633691,1501301,118178,449107,228869,119325,456678,190470,1033719,4102,0,1027419,3292314,29017820
tennessee,TN,1999,16903668,14635487,5568436,7197491,4218079,1313096,691616,160180,571428,243092,1393652,475908,0,0,2268181,15889978,4175192,11714786,8676563,1475815,985864,370905,205639,2498456,14900116,4175192,10724924,5223733,4601779,564071,581469,1410792,114351,434751,189093,115466,426447,205639,1032525,3998,0,985864,3321415,27391212
tennessee,TN,1998,16675209,14086340,5264984,6996120,4027787,1292867,656281,160836,607418,250931,1310007,515229,0,0,2588869,14775178,3923819,10851359,7975087,1419360,896250,356005,204657,2351934,13875109,3923819,9951290,4919897,4196566,555729,522405,1374234,103110,441404,176907,124120,360630,204657,895450,3819,0,896250,3191892,25329337
tennessee,TN,1997,15696299,13365828,5065016,6616361,3839914,1247118,737935,128189,479660,183545,1189017,495434,0,0,2330471,14284301,3645098,10639203,7653205,1390238,976371,416778,202611,2417814,13304143,3645098,9659045,4669507,3986728,544800,572837,1298659,95724,469241,168567,97862,331415,202611,866192,3787,0,976371,3314928,22631753
